date,category,region,units,price,revenue
2025-04-20,Apparel,EMEA,3,29.66,88.98
2025-04-20,Apparel,AMER,6,23.25,139.5
2025-04-20,Food,AMER,8,31.53,252.24
2025-04-20,Home,EMEA,20,30.22,604.4
2025-04-20,Gadgets,APAC,11,15.65,172.15
2025-04-20,Apparel,AMER,4,38.95,155.8
2025-04-20,Food,AMER,5,20.75,103.75
2025-04-20,Apparel,APAC,19,25.2,478.8
2025-04-20,Home,AMER,20,31.44,628.8
2025-04-20,Food,APAC,8,28.93,231.44
2025-04-20,Sports,APAC,2,32.72,65.44
2025-04-20,Apparel,AMER,2,29.49,58.98
2025-04-20,Home,APAC,9,31.18,280.62
2025-04-20,Home,EMEA,14,33.25,465.5
2025-04-20,Gadgets,APAC,20,25.93,518.6
2025-04-20,Home,APAC,3,34.65,103.95
2025-04-20,Sports,EMEA,14,30.39,425.46
2025-04-20,Apparel,APAC,6,27.14,162.84
2025-04-20,Sports,AMER,1,41.33,41.33
2025-04-20,Sports,AMER,2,27.27,54.54
2025-04-20,Home,APAC,16,40.2,643.2
2025-04-20,Home,APAC,7,37.55,262.85
2025-04-20,Apparel,EMEA,1,41.74,41.74
2025-04-21,Apparel,APAC,1,30.58,30.58
2025-04-21,Gadgets,EMEA,26,30.48,792.48
2025-04-21,Gadgets,APAC,11,27.48,302.28
2025-04-21,Sports,AMER,11,22.3,245.3
2025-04-21,Food,AMER,3,45.71,137.13
2025-04-21,Gadgets,AMER,3,48.27,144.81
2025-04-21,Sports,AMER,1,36.48,36.48
2025-04-21,Sports,EMEA,29,32.58,944.82
2025-04-21,Apparel,APAC,1,31.34,31.34
2025-04-21,Gadgets,EMEA,4,22.25,89.0
2025-04-21,Gadgets,APAC,5,28.98,144.9
2025-04-21,Home,EMEA,15,20.44,306.6
2025-04-21,Food,APAC,6,33.01,198.06
2025-04-21,Apparel,APAC,18,37.26,670.68
2025-04-21,Apparel,APAC,3,29.72,89.16
2025-04-21,Apparel,EMEA,3,34.8,104.4
2025-04-21,Apparel,EMEA,6,32.75,196.5
2025-04-21,Gadgets,EMEA,7,21.4,149.8
2025-04-21,Sports,APAC,10,35.74,357.4
2025-04-21,Sports,APAC,13,26.93,350.09
2025-04-21,Home,EMEA,1,34.91,34.91
2025-04-21,Food,AMER,21,33.0,693.0
2025-04-21,Home,AMER,13,21.75,282.75
2025-04-21,Gadgets,AMER,4,23.38,93.52
2025-04-21,Sports,AMER,10,20.56,205.6
2025-04-21,Apparel,APAC,10,38.01,380.1
2025-04-21,Sports,APAC,2,18.58,37.16
2025-04-21,Apparel,AMER,16,23.66,378.56
2025-04-21,Apparel,AMER,2,24.79,49.58
2025-04-21,Gadgets,APAC,13,28.65,372.45
2025-04-21,Home,EMEA,4,42.35,169.4
2025-04-21,Sports,AMER,14,31.87,446.18
2025-04-21,Sports,APAC,9,30.82,277.38
2025-04-21,Home,APAC,3,29.66,88.98
2025-04-22,Apparel,AMER,37,30.37,1123.69
2025-04-22,Home,EMEA,13,20.08,261.04
2025-04-22,Apparel,APAC,5,25.25,126.25
2025-04-22,Home,AMER,5,30.99,154.95
2025-04-22,Food,EMEA,15,24.01,360.15
2025-04-22,Food,APAC,4,20.7,82.8
2025-04-22,Home,EMEA,2,44.37,88.74
2025-04-22,Food,AMER,1,37.07,37.07
2025-04-22,Food,AMER,9,42.03,378.27
2025-04-22,Apparel,APAC,13,41.15,534.95
2025-04-22,Food,APAC,6,36.15,216.9
2025-04-22,Food,AMER,3,9.62,28.86
2025-04-22,Apparel,AMER,7,24.34,170.38
2025-04-22,Home,EMEA,4,37.59,150.36
2025-04-22,Food,APAC,19,40.43,768.17
2025-04-22,Apparel,EMEA,1,25.59,25.59
2025-04-22,Gadgets,AMER,14,16.15,226.1
2025-04-22,Food,APAC,7,38.28,267.96
2025-04-22,Home,EMEA,1,35.41,35.41
2025-04-22,Home,AMER,3,34.28,102.84
2025-04-22,Home,APAC,11,32.4,356.4
2025-04-22,Food,AMER,5,36.77,183.85
2025-04-22,Apparel,EMEA,1,25.36,25.36
2025-04-22,Sports,APAC,3,44.31,132.93
2025-04-22,Home,EMEA,4,27.57,110.28
2025-04-22,Home,APAC,8,22.3,178.4
2025-04-22,Sports,EMEA,13,27.51,357.63
2025-04-22,Gadgets,EMEA,35,27.35,957.25
2025-04-22,Gadgets,APAC,2,40.92,81.84
2025-04-22,Apparel,APAC,23,36.0,828.0
2025-04-22,Home,EMEA,1,29.69,29.69
2025-04-22,Food,APAC,1,25.31,25.31
2025-04-22,Home,EMEA,1,30.41,30.41
2025-04-22,Sports,APAC,2,24.07,48.14
2025-04-22,Gadgets,APAC,3,34.21,102.63
2025-04-22,Apparel,EMEA,3,43.53,130.59
2025-04-22,Food,EMEA,4,20.52,82.08
2025-04-22,Apparel,APAC,10,27.4,274.0
2025-04-23,Apparel,APAC,1,31.39,31.39
2025-04-23,Gadgets,APAC,6,31.41,188.46
2025-04-23,Sports,EMEA,3,43.04,129.12
2025-04-23,Home,APAC,22,37.93,834.46
2025-04-23,Food,AMER,12,24.47,293.64
2025-04-23,Food,EMEA,1,27.46,27.46
2025-04-23,Gadgets,APAC,16,39.99,639.84
2025-04-23,Food,APAC,3,37.19,111.57
2025-04-23,Food,AMER,12,19.37,232.44
2025-04-23,Gadgets,EMEA,9,26.17,235.53
2025-04-23,Home,EMEA,2,22.36,44.72
2025-04-23,Apparel,EMEA,7,35.89,251.23
2025-04-23,Gadgets,EMEA,2,25.12,50.24
2025-04-23,Apparel,AMER,11,26.59,292.49
2025-04-23,Home,EMEA,12,24.29,291.48
2025-04-23,Home,EMEA,6,33.36,200.16
2025-04-23,Home,AMER,8,16.46,131.68
2025-04-23,Apparel,AMER,7,23.07,161.49
2025-04-23,Apparel,EMEA,1,30.89,30.89
2025-04-23,Apparel,APAC,8,28.17,225.36
2025-04-23,Food,APAC,10,31.99,319.9
2025-04-23,Apparel,AMER,4,39.77,159.08
2025-04-23,Apparel,APAC,3,17.39,52.17
2025-04-23,Food,AMER,1,28.4,28.4
2025-04-23,Home,AMER,7,18.98,132.86
2025-04-23,Gadgets,EMEA,3,29.48,88.44
2025-04-23,Sports,APAC,1,33.53,33.53
2025-04-24,Food,APAC,13,33.33,433.29
2025-04-24,Food,EMEA,17,24.65,419.05
2025-04-24,Food,AMER,3,21.27,63.81
2025-04-24,Food,APAC,5,22.98,114.9
2025-04-24,Apparel,AMER,11,21.15,232.65
2025-04-24,Home,AMER,2,25.21,50.42
2025-04-24,Apparel,EMEA,2,11.82,23.64
2025-04-24,Food,EMEA,12,45.94,551.28
2025-04-24,Food,AMER,3,28.24,84.72
2025-04-24,Food,APAC,13,13.08,170.04
2025-04-24,Food,APAC,2,24.51,49.02
2025-04-24,Food,AMER,5,46.19,230.95
2025-04-24,Home,EMEA,7,28.13,196.91
2025-04-24,Gadgets,APAC,11,25.08,275.88
2025-04-24,Home,APAC,4,33.64,134.56
2025-04-24,Home,EMEA,12,23.23,278.76
2025-04-24,Sports,APAC,6,31.76,190.56
2025-04-24,Home,AMER,13,29.25,380.25
2025-04-24,Home,EMEA,2,34.02,68.04
2025-04-24,Gadgets,EMEA,8,23.06,184.48
2025-04-24,Sports,APAC,1,27.71,27.71
2025-04-24,Food,AMER,5,18.4,92.0
2025-04-25,Apparel,AMER,2,32.17,64.34
2025-04-25,Sports,EMEA,16,18.56,296.96
2025-04-25,Home,APAC,26,47.96,1246.96
2025-04-25,Food,AMER,1,17.57,17.57
2025-04-25,Sports,APAC,6,30.65,183.9
2025-04-25,Home,EMEA,6,24.63,147.78
2025-04-25,Food,APAC,13,20.92,271.96
2025-04-25,Home,APAC,11,40.16,441.76
2025-04-25,Home,EMEA,1,30.88,30.88
2025-04-25,Gadgets,APAC,2,30.14,60.28
2025-04-25,Food,APAC,20,34.12,682.4
2025-04-25,Gadgets,AMER,3,30.02,90.06
2025-04-25,Gadgets,AMER,6,14.75,88.5
2025-04-25,Apparel,APAC,1,19.68,19.68
2025-04-25,Home,APAC,9,21.23,191.07
2025-04-25,Apparel,EMEA,2,29.47,58.94
2025-04-25,Apparel,EMEA,17,31.53,536.01
2025-04-25,Home,AMER,4,21.25,85.0
2025-04-25,Apparel,APAC,16,25.3,404.8
2025-04-25,Food,APAC,7,34.28,239.96
2025-04-25,Sports,APAC,7,34.68,242.76
2025-04-25,Gadgets,EMEA,5,23.75,118.75
2025-04-25,Home,AMER,8,36.26,290.08
2025-04-25,Food,AMER,9,33.54,301.86
2025-04-25,Sports,EMEA,5,31.74,158.7
2025-04-25,Sports,AMER,8,28.13,225.04
2025-04-25,Sports,EMEA,1,41.03,41.03
2025-04-25,Sports,EMEA,4,24.99,99.96
2025-04-25,Food,EMEA,3,31.27,93.81
2025-04-25,Sports,APAC,10,27.88,278.8
2025-04-25,Home,APAC,10,28.38,283.8
2025-04-25,Food,APAC,2,26.74,53.48
2025-04-25,Food,APAC,5,30.6,153.0
2025-04-26,Gadgets,EMEA,7,10.77,75.39
2025-04-26,Food,APAC,2,43.47,86.94
2025-04-26,Apparel,AMER,8,33.42,267.36
2025-04-26,Gadgets,APAC,1,30.41,30.41
2025-04-26,Food,EMEA,2,41.07,82.14
2025-04-26,Gadgets,APAC,1,36.65,36.65
2025-04-26,Home,APAC,11,30.29,333.19
2025-04-26,Home,EMEA,4,19.09,76.36
2025-04-26,Sports,EMEA,1,26.41,26.41
2025-04-26,Apparel,EMEA,6,29.64,177.84
2025-04-26,Home,APAC,4,31.18,124.72
2025-04-26,Sports,APAC,6,32.81,196.86
2025-04-26,Gadgets,AMER,8,34.6,276.8
2025-04-26,Apparel,EMEA,10,34.27,342.7
2025-04-26,Home,AMER,8,33.99,271.92
2025-04-26,Food,APAC,4,26.55,106.2
2025-04-26,Home,AMER,7,32.66,228.62
2025-04-26,Apparel,EMEA,25,29.4,735.0
2025-04-26,Sports,EMEA,3,17.2,51.6
2025-04-26,Apparel,EMEA,1,26.4,26.4
2025-04-26,Apparel,APAC,4,22.86,91.44
2025-04-26,Gadgets,AMER,7,28.51,199.57
2025-04-26,Sports,EMEA,9,27.72,249.48
2025-04-26,Sports,APAC,25,39.77,994.25
2025-04-26,Food,AMER,2,27.81,55.62
2025-04-26,Food,EMEA,21,31.9,669.9
2025-04-26,Home,AMER,7,30.69,214.83
2025-04-26,Sports,AMER,3,25.72,77.16
2025-04-26,Food,APAC,5,27.64,138.2
2025-04-26,Gadgets,EMEA,3,27.72,83.16
2025-04-26,Home,AMER,20,22.48,449.6
2025-04-26,Gadgets,APAC,2,43.34,86.68
2025-04-26,Sports,EMEA,25,39.11,977.75
2025-04-26,Apparel,AMER,15,33.54,503.1
2025-04-27,Sports,EMEA,2,45.06,90.12
2025-04-27,Food,AMER,4,28.7,114.8
2025-04-27,Apparel,APAC,12,17.49,209.88
2025-04-27,Sports,APAC,16,35.21,563.36
2025-04-27,Home,APAC,2,23.74,47.48
2025-04-27,Food,AMER,4,35.41,141.64
2025-04-27,Apparel,EMEA,14,24.95,349.3
2025-04-27,Food,EMEA,15,40.45,606.75
2025-04-27,Home,AMER,28,25.82,722.96
2025-04-27,Food,EMEA,1,25.09,25.09
2025-04-27,Gadgets,EMEA,6,33.9,203.4
2025-04-27,Home,AMER,9,13.97,125.73
2025-04-27,Apparel,AMER,1,22.34,22.34
2025-04-27,Sports,EMEA,17,30.89,525.13
2025-04-27,Sports,AMER,16,39.08,625.28
2025-04-27,Apparel,EMEA,3,14.58,43.74
2025-04-27,Gadgets,EMEA,10,38.82,388.2
2025-04-27,Home,APAC,5,25.66,128.3
2025-04-27,Food,APAC,4,30.51,122.04
2025-04-27,Sports,EMEA,6,31.31,187.86
2025-04-27,Apparel,APAC,4,34.27,137.08
2025-04-27,Home,APAC,5,31.68,158.4
2025-04-27,Apparel,EMEA,1,28.53,28.53
2025-04-27,Sports,AMER,2,28.73,57.46
2025-04-27,Home,EMEA,7,31.25,218.75
2025-04-27,Apparel,AMER,1,41.01,41.01
2025-04-27,Apparel,APAC,7,37.81,264.67
2025-04-27,Food,APAC,2,33.71,67.42
2025-04-27,Food,AMER,5,27.73,138.65
2025-04-27,Gadgets,APAC,17,14.94,253.98
2025-04-27,Food,APAC,4,28.88,115.52
2025-04-27,Sports,EMEA,35,24.27,849.45
2025-04-27,Home,AMER,4,30.87,123.48
2025-04-27,Gadgets,APAC,4,23.9,95.6
2025-04-27,Apparel,APAC,4,53.24,212.96
2025-04-27,Gadgets,AMER,6,33.73,202.38
2025-04-27,Home,EMEA,15,30.01,450.15
2025-04-27,Apparel,AMER,2,29.79,59.58
2025-04-27,Gadgets,EMEA,1,14.48,14.48
2025-04-28,Apparel,AMER,4,26.8,107.2
2025-04-28,Sports,APAC,33,31.91,1053.03
2025-04-28,Sports,AMER,3,31.34,94.02
2025-04-28,Home,EMEA,1,39.84,39.84
2025-04-28,Gadgets,AMER,9,27.85,250.65
2025-04-28,Gadgets,APAC,10,27.18,271.8
2025-04-28,Gadgets,EMEA,11,28.09,308.99
2025-04-28,Home,AMER,4,32.26,129.04
2025-04-28,Home,AMER,11,20.25,222.75
2025-04-28,Home,AMER,17,19.51,331.67
2025-04-28,Apparel,APAC,3,26.99,80.97
2025-04-28,Home,AMER,1,28.48,28.48
2025-04-28,Gadgets,AMER,8,31.45,251.6
2025-04-28,Apparel,AMER,4,45.11,180.44
2025-04-28,Food,EMEA,16,33.05,528.8
2025-04-28,Home,APAC,1,19.2,19.2
2025-04-28,Food,EMEA,11,34.8,382.8
2025-04-28,Food,AMER,3,31.44,94.32
2025-04-28,Home,AMER,1,17.34,17.34
2025-04-28,Apparel,APAC,2,24.25,48.5
2025-04-28,Gadgets,APAC,2,27.82,55.64
2025-04-28,Gadgets,APAC,3,37.03,111.09
2025-04-28,Apparel,APAC,22,21.6,475.2
2025-04-28,Sports,APAC,3,19.15,57.45
2025-04-28,Sports,APAC,6,28.51,171.06
2025-04-28,Home,EMEA,2,43.12,86.24
2025-04-28,Gadgets,EMEA,4,26.33,105.32
2025-04-28,Gadgets,EMEA,5,26.61,133.05
2025-04-28,Home,AMER,3,31.06,93.18
2025-04-28,Apparel,EMEA,5,38.88,194.4
2025-04-28,Apparel,APAC,2,40.51,81.02
2025-04-28,Food,EMEA,23,21.37,491.51
2025-04-28,Gadgets,EMEA,1,23.35,23.35
2025-04-28,Gadgets,EMEA,14,15.59,218.26
2025-04-28,Gadgets,EMEA,9,33.74,303.66
2025-04-28,Apparel,APAC,22,33.0,726.0
2025-04-28,Food,AMER,13,23.41,304.33
2025-04-28,Home,EMEA,3,17.64,52.92
2025-04-29,Sports,APAC,9,19.79,178.11
2025-04-29,Apparel,APAC,8,41.67,333.36
2025-04-29,Gadgets,EMEA,16,31.43,502.88
2025-04-29,Apparel,AMER,14,33.6,470.4
2025-04-29,Home,APAC,4,26.11,104.44
2025-04-29,Apparel,EMEA,9,29.81,268.29
2025-04-29,Gadgets,AMER,17,23.25,395.25
2025-04-29,Sports,EMEA,8,20.79,166.32
2025-04-29,Gadgets,APAC,11,24.15,265.65
2025-04-29,Gadgets,EMEA,12,41.05,492.6
2025-04-29,Sports,AMER,3,23.65,70.95
2025-04-29,Sports,AMER,5,44.22,221.1
2025-04-29,Gadgets,AMER,19,34.73,659.87
2025-04-29,Home,APAC,25,39.59,989.75
2025-04-29,Gadgets,APAC,2,34.52,69.04
2025-04-29,Food,EMEA,11,45.09,495.99
2025-04-29,Gadgets,AMER,3,30.73,92.19
2025-04-29,Food,APAC,15,36.01,540.15
2025-04-29,Food,EMEA,4,33.04,132.16
2025-04-29,Apparel,EMEA,3,24.12,72.36
2025-04-29,Gadgets,AMER,3,27.37,82.11
2025-04-30,Gadgets,APAC,4,33.92,135.68
2025-04-30,Gadgets,APAC,4,33.05,132.2
2025-04-30,Apparel,APAC,20,23.58,471.6
2025-04-30,Food,EMEA,7,35.8,250.6
2025-04-30,Apparel,EMEA,2,33.56,67.12
2025-04-30,Home,APAC,5,40.72,203.6
2025-04-30,Home,APAC,3,40.3,120.9
2025-04-30,Gadgets,EMEA,7,24.19,169.33
2025-04-30,Sports,APAC,3,10.3,30.9
2025-04-30,Sports,APAC,4,45.37,181.48
2025-04-30,Gadgets,APAC,2,31.46,62.92
2025-04-30,Apparel,AMER,13,38.01,494.13
2025-04-30,Home,EMEA,17,22.36,380.12
2025-04-30,Home,EMEA,6,31.44,188.64
2025-04-30,Gadgets,AMER,5,40.06,200.3
2025-04-30,Gadgets,APAC,5,38.61,193.05
2025-04-30,Apparel,APAC,21,21.7,455.7
2025-04-30,Gadgets,AMER,1,36.42,36.42
2025-04-30,Apparel,EMEA,22,41.13,904.86
2025-04-30,Sports,EMEA,6,31.86,191.16
2025-04-30,Home,AMER,12,16.99,203.88
2025-04-30,Home,APAC,3,49.33,147.99
2025-04-30,Sports,AMER,24,39.64,951.36
2025-04-30,Home,EMEA,17,38.18,649.06
2025-04-30,Sports,AMER,1,28.46,28.46
2025-04-30,Sports,AMER,3,36.13,108.39
2025-04-30,Food,APAC,4,33.8,135.2
2025-04-30,Apparel,EMEA,6,33.4,200.4
2025-04-30,Apparel,EMEA,21,36.1,758.1
2025-04-30,Sports,APAC,2,32.49,64.98
2025-04-30,Gadgets,AMER,19,23.56,447.64
2025-04-30,Sports,EMEA,11,27.42,301.62
2025-04-30,Gadgets,AMER,5,34.61,173.05
2025-05-01,Sports,APAC,4,24.25,97.0
2025-05-01,Food,EMEA,6,23.86,143.16
2025-05-01,Home,EMEA,11,23.3,256.3
2025-05-01,Home,AMER,6,41.85,251.1
2025-05-01,Home,AMER,43,31.51,1354.93
2025-05-01,Sports,APAC,2,35.01,70.02
2025-05-01,Apparel,EMEA,1,24.23,24.23
2025-05-01,Apparel,APAC,2,26.42,52.84
2025-05-01,Gadgets,APAC,1,18.08,18.08
2025-05-01,Home,AMER,3,25.75,77.25
2025-05-01,Gadgets,EMEA,6,25.59,153.54
2025-05-01,Gadgets,AMER,18,17.75,319.5
2025-05-01,Home,APAC,18,33.71,606.78
2025-05-01,Food,AMER,4,29.64,118.56
2025-05-01,Sports,APAC,1,20.99,20.99
2025-05-01,Gadgets,APAC,1,29.75,29.75
2025-05-01,Home,EMEA,15,25.71,385.65
2025-05-01,Apparel,AMER,13,37.94,493.22
2025-05-01,Sports,AMER,5,42.68,213.4
2025-05-01,Gadgets,AMER,1,48.27,48.27
2025-05-01,Apparel,AMER,8,40.18,321.44
2025-05-01,Food,AMER,6,47.35,284.1
2025-05-01,Home,EMEA,2,26.97,53.94
2025-05-01,Apparel,AMER,6,25.67,154.02
2025-05-01,Food,EMEA,3,45.12,135.36
2025-05-01,Gadgets,APAC,11,17.64,194.04
2025-05-01,Home,AMER,3,21.88,65.64
2025-05-01,Food,EMEA,2,52.51,105.02
2025-05-01,Apparel,AMER,1,40.78,40.78
2025-05-02,Food,EMEA,50,33.76,1688.0
2025-05-02,Apparel,EMEA,8,39.87,318.96
2025-05-02,Gadgets,AMER,4,30.25,121.0
2025-05-02,Food,EMEA,2,39.68,79.36
2025-05-02,Food,AMER,6,28.65,171.9
2025-05-02,Gadgets,EMEA,42,38.72,1626.24
2025-05-02,Apparel,EMEA,1,29.1,29.1
2025-05-02,Food,AMER,12,31.62,379.44
2025-05-02,Home,APAC,17,44.97,764.49
2025-05-02,Apparel,AMER,18,16.96,305.28
2025-05-02,Gadgets,AMER,13,20.98,272.74
2025-05-02,Sports,EMEA,2,27.67,55.34
2025-05-02,Gadgets,AMER,2,41.39,82.78
2025-05-02,Apparel,AMER,1,32.18,32.18
2025-05-02,Apparel,APAC,12,24.39,292.68
2025-05-02,Sports,APAC,25,24.42,610.5
2025-05-02,Food,EMEA,2,24.89,49.78
2025-05-02,Food,EMEA,26,20.86,542.36
2025-05-02,Home,APAC,11,27.04,297.44
2025-05-02,Apparel,AMER,3,32.69,98.07
2025-05-02,Food,AMER,9,24.24,218.16
2025-05-02,Apparel,EMEA,40,32.05,1282.0
2025-05-02,Food,AMER,1,22.36,22.36
2025-05-02,Gadgets,AMER,2,23.2,46.4
2025-05-03,Sports,APAC,1,40.61,40.61
2025-05-03,Gadgets,AMER,23,29.73,683.79
2025-05-03,Apparel,APAC,4,35.56,142.24
2025-05-03,Food,AMER,4,26.48,105.92
2025-05-03,Gadgets,EMEA,12,32.05,384.6
2025-05-03,Apparel,APAC,5,31.61,158.05
2025-05-03,Sports,AMER,2,23.01,46.02
2025-05-03,Gadgets,APAC,10,21.61,216.1
2025-05-03,Food,AMER,11,21.32,234.52
2025-05-03,Sports,APAC,8,36.56,292.48
2025-05-03,Apparel,AMER,17,36.6,622.2
2025-05-03,Apparel,EMEA,19,31.23,593.37
2025-05-03,Gadgets,EMEA,1,16.56,16.56
2025-05-03,Food,APAC,5,41.52,207.6
2025-05-03,Apparel,AMER,5,38.94,194.7
2025-05-03,Apparel,EMEA,2,27.94,55.88
2025-05-03,Apparel,AMER,15,42.53,637.95
2025-05-03,Sports,APAC,8,19.67,157.36
2025-05-03,Apparel,AMER,1,29.62,29.62
2025-05-03,Gadgets,AMER,10,25.68,256.8
2025-05-03,Gadgets,EMEA,5,33.07,165.35
2025-05-03,Gadgets,AMER,2,30.75,61.5
2025-05-03,Home,AMER,32,27.68,885.76
2025-05-03,Food,EMEA,2,29.33,58.66
2025-05-03,Home,APAC,21,25.02,525.42
2025-05-03,Gadgets,APAC,8,34.64,277.12
2025-05-03,Gadgets,APAC,2,30.54,61.08
2025-05-03,Sports,AMER,14,15.31,214.34
2025-05-03,Food,AMER,20,25.77,515.4
2025-05-03,Food,APAC,13,35.49,461.37
2025-05-03,Apparel,AMER,8,41.77,334.16
2025-05-03,Food,APAC,9,28.22,253.98
2025-05-03,Home,APAC,1,12.67,12.67
2025-05-03,Home,AMER,6,31.7,190.2
2025-05-03,Sports,AMER,1,32.21,32.21
2025-05-03,Sports,APAC,1,28.54,28.54
2025-05-03,Apparel,EMEA,5,36.55,182.75
2025-05-04,Sports,EMEA,12,20.95,251.4
2025-05-04,Home,AMER,4,23.99,95.96
2025-05-04,Gadgets,APAC,14,18.13,253.82
2025-05-04,Food,APAC,10,39.78,397.8
2025-05-04,Gadgets,AMER,16,8.16,130.56
2025-05-04,Home,APAC,16,31.81,508.96
2025-05-04,Sports,APAC,6,21.31,127.86
2025-05-04,Food,EMEA,14,32.2,450.8
2025-05-04,Home,EMEA,3,31.18,93.54
2025-05-04,Apparel,APAC,7,15.89,111.23
2025-05-04,Gadgets,AMER,10,38.93,389.3
2025-05-04,Gadgets,AMER,17,38.91,661.47
2025-05-04,Sports,APAC,16,17.63,282.08
2025-05-04,Home,APAC,3,29.45,88.35
2025-05-04,Food,EMEA,20,29.27,585.4
2025-05-04,Apparel,AMER,2,33.57,67.14
2025-05-04,Home,APAC,13,36.25,471.25
2025-05-04,Food,APAC,20,23.3,466.0
2025-05-04,Gadgets,EMEA,6,39.59,237.54
2025-05-04,Home,APAC,13,30.43,395.59
2025-05-04,Gadgets,EMEA,27,32.9,888.3
2025-05-04,Home,EMEA,12,18.36,220.32
2025-05-04,Home,EMEA,12,30.7,368.4
2025-05-04,Sports,EMEA,13,33.22,431.86
2025-05-04,Gadgets,APAC,1,19.76,19.76
2025-05-04,Apparel,AMER,15,22.88,343.2
2025-05-04,Apparel,AMER,4,22.02,88.08
2025-05-04,Home,AMER,3,31.21,93.63
2025-05-04,Home,AMER,4,23.96,95.84
2025-05-04,Home,APAC,7,24.42,170.94
2025-05-04,Apparel,AMER,3,22.48,67.44
2025-05-04,Apparel,AMER,2,30.85,61.7
2025-05-04,Food,EMEA,4,31.64,126.56
2025-05-04,Gadgets,AMER,24,32.37,776.88
2025-05-04,Food,APAC,4,27.19,108.76
2025-05-05,Sports,EMEA,4,40.07,160.28
2025-05-05,Apparel,EMEA,3,27.28,81.84
2025-05-05,Gadgets,EMEA,8,29.24,233.92
2025-05-05,Apparel,APAC,5,30.6,153.0
2025-05-05,Apparel,APAC,7,33.39,233.73
2025-05-05,Home,AMER,22,33.75,742.5
2025-05-05,Sports,APAC,20,42.36,847.2
2025-05-05,Gadgets,AMER,3,21.56,64.68
2025-05-05,Food,EMEA,6,27.08,162.48
2025-05-05,Apparel,AMER,12,39.59,475.08
2025-05-05,Apparel,APAC,5,37.41,187.05
2025-05-05,Apparel,AMER,4,30.84,123.36
2025-05-05,Gadgets,EMEA,7,35.26,246.82
2025-05-05,Food,EMEA,14,26.59,372.26
2025-05-05,Sports,APAC,2,35.33,70.66
2025-05-05,Gadgets,AMER,29,14.9,432.1
2025-05-05,Apparel,EMEA,3,34.3,102.9
2025-05-05,Food,APAC,2,43.03,86.06
2025-05-05,Food,APAC,5,33.8,169.0
2025-05-05,Gadgets,APAC,19,43.53,827.07
2025-05-05,Food,EMEA,3,37.92,113.76
2025-05-05,Food,EMEA,3,24.33,72.99
2025-05-05,Home,AMER,1,32.8,32.8
2025-05-05,Sports,EMEA,23,39.2,901.6
2025-05-05,Home,APAC,4,30.38,121.52
2025-05-05,Home,APAC,6,28.52,171.12
2025-05-05,Sports,AMER,32,27.64,884.48
2025-05-05,Food,APAC,3,16.6,49.8
2025-05-05,Gadgets,EMEA,5,20.11,100.55
2025-05-05,Apparel,APAC,3,10.08,30.24
2025-05-05,Sports,AMER,4,32.58,130.32
2025-05-05,Home,APAC,6,44.62,267.72
2025-05-05,Home,AMER,3,29.04,87.12
2025-05-05,Home,APAC,3,29.0,87.0
2025-05-05,Apparel,APAC,12,37.13,445.56
2025-05-05,Home,EMEA,16,26.08,417.28
2025-05-05,Home,APAC,1,32.05,32.05
2025-05-05,Gadgets,EMEA,6,25.78,154.68
2025-05-06,Gadgets,AMER,1,22.82,22.82
2025-05-06,Sports,AMER,9,26.99,242.91
2025-05-06,Home,APAC,22,26.96,593.12
2025-05-06,Food,AMER,3,36.03,108.09
2025-05-06,Sports,AMER,31,24.56,761.36
2025-05-06,Sports,AMER,3,12.73,38.19
2025-05-06,Sports,APAC,17,4.5,76.5
2025-05-06,Home,AMER,1,27.36,27.36
2025-05-06,Gadgets,EMEA,3,17.89,53.67
2025-05-06,Gadgets,EMEA,31,31.73,983.63
2025-05-06,Apparel,EMEA,9,38.74,348.66
2025-05-06,Food,APAC,1,28.88,28.88
2025-05-06,Apparel,AMER,1,20.9,20.9
2025-05-06,Home,AMER,8,30.51,244.08
2025-05-06,Home,APAC,7,39.14,273.98
2025-05-06,Home,EMEA,6,27.46,164.76
2025-05-06,Gadgets,AMER,6,22.34,134.04
2025-05-06,Apparel,EMEA,22,35.15,773.3
2025-05-06,Home,EMEA,23,30.51,701.73
2025-05-06,Food,AMER,14,15.75,220.5
2025-05-06,Sports,EMEA,5,27.07,135.35
2025-05-06,Apparel,APAC,12,31.72,380.64
2025-05-06,Apparel,APAC,5,28.54,142.7
2025-05-06,Food,AMER,3,37.47,112.41
2025-05-06,Sports,EMEA,24,39.8,955.2
2025-05-06,Home,EMEA,15,27.84,417.6
2025-05-06,Home,AMER,2,26.39,52.78
2025-05-06,Gadgets,EMEA,6,38.22,229.32
2025-05-06,Food,APAC,14,38.46,538.44
2025-05-06,Home,AMER,6,38.75,232.5
2025-05-06,Apparel,APAC,3,31.6,94.8
2025-05-06,Apparel,AMER,1,21.18,21.18
2025-05-06,Gadgets,APAC,13,36.27,471.51
2025-05-06,Apparel,APAC,13,23.85,310.05
2025-05-06,Home,EMEA,7,38.09,266.63
2025-05-06,Food,AMER,5,35.75,178.75
2025-05-06,Gadgets,EMEA,5,29.28,146.4
2025-05-06,Home,EMEA,2,7.14,14.28
2025-05-07,Sports,APAC,5,23.62,118.1
2025-05-07,Home,EMEA,2,45.49,90.98
2025-05-07,Sports,EMEA,1,39.4,39.4
2025-05-07,Food,EMEA,4,26.15,104.6
